origin,origin_length,text_original,text_translated,pointers
0x0E0497A4,16,わかい王子様を{nl},,0x0E04B030
0x0E0497B4,26,かどわかそうって言うの？{np},,0x0E04B034
0x0E0497D0,9,ドキッ！,,0x0E04B03C
0x0E0497DC,20,ズボシをさされて、{nl},,0x0E04B048
0x0E0497F0,18,母親は冷やあせを{nl},,0x0E04B04C
0x0E049804,14,流しました。{np},,0x0E04B050
0x0E049814,24,そんな、オバケみたいな{nl},,0x0E04B058
0x0E04982C,28,あつげしょうしたオバサンを{np},,0x0E04B05C
0x0E049848,26,王子様がスキになるとでも{nl},,0x0E04B060
0x0E049864,14,思ってるの？{np},,0x0E04B064
0x0E049874,24,それに、自分のお顔を、{nl},,0x0E04B068
0x0E04988C,19,鏡で見たことある？,,0x0E04B06C
0x0E0498A0,20,母親は、ガマガエル{nl},,0x0E04B070
0x0E0498B4,18,みたいな顔をして{nl},,0x0E04B074
0x0E0498C8,14,いたのです。{np},,0x0E04B078
0x0E0498D8,18,そっ…そんな……{np},,0x0E04B07C
0x0E0498EC,14,あたしにも、{nl},,0x0E04B080
0x0E0498FC,24,ドレスをちょうだいよ。{np},,0x0E04B084
0x0E049914,26,少なくとも、お母さんより{nl},,0x0E04B088
0x0E049930,24,かは、王子様のハートを{nl},,0x0E04B08C
0x0E049948,24,いとめる自信はあるわ！{np},,0x0E04B090
0x0E049960,12,ええ〜い、{nl},,0x0E04B094
0x0E04996C,10,うるさい{nl},,0x0E04B098
0x0E049978,24,うるさいうるさ〜いッ！{np},,0x0E04B09C
0x0E049990,22,シンデレラ、あなたは{nl},,0x0E04B0A0
0x0E0499A8,26,ぶとう会には出さないの！{np},,0x0E04B0A4
0x0E0499C4,24,そうホウリツで決まって{nl},,0x0E04B0A8
0x0E0499DC,10,るのよ！{np},,0x0E04B0AC
0x0E0499E8,23,どんなホウリツよ〜ッ！,,0x0E04B0B0
0x0E049A00,20,シンデレラと母親が{nl},,0x0E04B0B4
0x0E049A14,18,言い合いを始めた{nl},,0x0E04B0B8
0x0E049A28,20,その時ドアが開いて{nl},,0x0E04B240
0x0E049A3C,20,一人のかわいらしい{nl},,0x0E04B244
0x0E049A50,20,マジョがあらわれま{nl},,0x0E04B248
0x0E049A64,7,した。,,0x0E04B24C
0x0E049A6C,12,ジュディ！{np},,0x0E04B26C
0x0E049A78,20,えへへ。ジュディも{nl},,0x0E04B270
0x0E049A8C,26,お話に出てみたかったの。{np},,0x0E04B274
0x0E049AA8,20,あらわれたマジョは{nl},,0x0E04B278
0x0E049ABC,20,高わらいしてピシッ{nl},,0x0E04B27C
0x0E049AD0,16,とシンデレラを{nl},,0x0E04B280
0x0E049AE0,16,指さしました。{np},,0x0E04B284
0x0E049AF0,20,お〜ほほほほほッ。{nl},,0x0E04B288
0x0E049B04,22,シンデレラ、見苦しい{nl},,0x0E04B28C
0x0E049B1C,22,マネはおやめなさい。{np},,0x0E04B290
0x0E049B34,24,な、何よ！　見苦しい？{np},,0x0E04B294
0x0E049B4C,12,まあまあ。{np},,0x0E04B298
0x0E049B58,16,そうよそうよ、{nl},,0x0E04B29C
0x0E049B68,16,見苦しいわよ。{np},,0x0E04B2A0
0x0E049B78,20,とつぜんあらわれた{nl},,0x0E04B2A4
0x0E049B8C,20,マジョを、自分たち{nl},,0x0E04B2A8
0x0E049BA0,17,の味方と思い口を,,0x0E04B2AC
0x0E049BB4,16,合わせました。{np},,0x0E04B2B0
0x0E049BC4,8,でも、{nl},,0x0E04B2B4
0x0E049BCC,18,マジョは顔をしか{nl},,0x0E04B2B8
0x0E049BE0,20,めて、三人に対して{nl},,0x0E04B2BC
0x0E049BF4,18,こう言いました。{np},,0x0E04B2C0
0x0E049C08,16,あんたたちは、{nl},,0x0E04B2C4
0x0E049C18,19,もっと見苦しい。{np}{nl},,0x0E04B2C8
0x0E049C2C,24,そんざい自体見苦しい。{np},,0x0E04B2CC
0x0E049C44,12,ガーン！！{nl},,0x0E04B2D4
0x0E049C50,22,そんなビンボーそうな{nl},,0x0E04B480
0x0E049C68,18,ドレスじゃなく、{np},,0x0E04B484
0x0E049C7C,24,あたしがまほうで最新の{nl},,0x0E04B488
0x0E049C94,24,ドレスを差し上げます。{np},,0x0E04B48C
0x0E049CAC,26,だから、それを着て王子様{nl},,0x0E04B490
0x0E049CC8,26,のハートをいとめなさい！{np},,0x0E04B494
0x0E049CE4,10,うんッ！{np},,0x0E04B498
0x0E049CF0,20,ダレが王子様の心を{nl},,0x0E04B4A0
0x0E049D04,20,うばうか、勝負よ！{np},,0x0E04B4A4
0x0E049D18,22,コムスメのぶんざいで{nl},,0x0E04B4AC
0x0E049D30,15,ナマイキな！{np}{nl},,0x0E04B4B0
0x0E049D40,23,受けて立ってあげるわ！,,0x0E04B4C8
0x0E049D58,12,こうして、{nl},,0x0E04B4D4
0x0E049D64,18,おしろのぶとう会{nl},,0x0E04B4D8
0x0E049D78,20,会場はおきさき選び{nl},,0x0E04B4DC
0x0E049D8C,20,の場であるとともに{np},,0x0E04B4E0
0x0E049DA0,14,シンデレラと{nl},,0x0E04B4E4
0x0E049DB0,20,母親たちとの勝負の{nl},,0x0E04B4E8
0x0E049DC4,24,リングになったのです。{np},,0x0E04B4EC
0x0E049DDC,20,夜、二人の姉と母親{nl},,0x0E04B4F4
0x0E049DF0,20,は、この日のために{nl},,0x0E04B4F8
0x0E049E04,18,そろえたドレスで{nl},,0x0E04B4FC
0x0E049E18,20,着かざって、おしろ{nl},,0x0E04B500
0x0E049E2C,20,に向かったのです。{np},,0x0E04B504
0x0E049E40,17,ぶとう会で目立ち,,0x0E04B50C
0x0E049E54,18,ホホホホホホッ。{np},,0x0E04B514
0x0E049E68,24,コムスメシンデレラめ、{nl},,0x0E04B518
0x0E049E80,22,やっぱり大人の色気の{nl},,0x0E04B51C
0x0E049E98,12,勝ちだわ！{np},,0x0E04B520
0x0E049EA4,10,しかし、{nl},,0x0E04B524
0x0E049EB0,16,三人は王子様の{nl},,0x0E04B528
0x0E049EC0,18,このみではありま{nl},,0x0E04B52C
0x0E049ED4,14,せんでした。{np},,0x0E04B6C8
0x0E049EE4,12,なんでよ！{np},,0x0E04B6D0
0x0E049EF0,20,だって、シンデレラ{nl},,0x0E04B6E4
0x0E049F04,20,がそれ以上に目立ち{nl},,0x0E04B6E8
0x0E049F18,18,まくっていたから{nl},,0x0E04B6EC
0x0E049F2C,7,です。,,0x0E04B6F0
0x0E049F34,16,ぶとう会会場の{nl},,0x0E04B6FC
0x0E049F44,18,中央のお立ち台を{nl},,0x0E04B700
0x0E049F58,14,センキョした{nl},,0x0E04B704
0x0E049F68,16,シンデレラは、{np},,0x0E04B708
0x0E049F78,18,会場中を熱キョウ{nl},,0x0E04B70C
0x0E049F8C,16,させる勢いで、{nl},,0x0E04B710
0x0E049F9C,18,目立ちまくったの{nl},,0x0E04B714
0x0E049FB0,20,王子様もこのシンデ{nl},,0x0E04B71C
0x0E049FC4,20,レラのすがたに心を{nl},,0x0E04B720
0x0E049FD8,20,うばわれてしまいま{nl},,0x0E04B724
0x0E049FEC,8,した。{np},,0x0E04B728
0x0E049FF4,20,王子様はシンデレラ{nl},,0x0E04B72C
0x0E04A008,20,に近づき、かの女に{nl},,0x0E04B730
0x0E04A01C,20,プロポーズをしまし{nl},,0x0E04B734
0x0E04A030,6,た。{np},,0x0E04B738
0x0E04A038,22,キミはわたしの星だ、{nl},,0x0E04B73C
0x0E04A050,16,月だ、太陽だ。{np},,0x0E04B740
0x0E04A060,24,キミのいない世界など、{nl},,0x0E04B744
0x0E04A078,22,わたしにとってはヤミ{nl},,0x0E04B748
0x0E04A090,14,そのものだ！{np},,0x0E04B74C
0x0E04A0A0,18,だから、わたしと{nl},,0x0E04B750
0x0E04A0B4,22,ケッコンしてほしい。{np},,0x0E04B754
0x0E04A0CC,8,ねえ、{nl},,0x0E04B758
0x0E04A0D4,22,ここでわざわざクツを{nl},,0x0E04B75C
0x0E04A0EC,26,置いてにげる必要はある？{np},,0x0E04B760
0x0E04A108,28,別に必要ないと思うけどな。{np},,0x0E04B764
0x0E04A124,10,じゃあ、{nl},,0x0E04B768
0x0E04A130,28,返事をしちゃっていいよね。{np},,0x0E04B76C
0x0E04A14C,20,シンデレラは王子の{nl},,0x0E04B770
0x0E04A160,20,告白に、ほほを赤く{nl},,0x0E04B774
0x0E04A174,20,そめながらうなずき{nl},,0x0E04B890
0x0E04A188,9,『はい』,,0x0E04B8A0
0x0E04A194,20,おしろでは王子様の{nl},,0x0E04B8A8
0x0E04A1A8,20,おきさきが決まった{nl},,0x0E04B8AC
0x0E04A1BC,20,ために、セイダイな{nl},,0x0E04B8B0
0x0E04A1D0,20,花火が打ち上げられ{np},,0x0E04B8B4
0x0E04A1E4,14,ぶとう会から{nl},,0x0E04B8B8
0x0E04A1F4,16,シュクガ会に、{nl},,0x0E04B8BC
0x0E04A204,18,ぶたいがそのまま{nl},,0x0E04B8C0
0x0E04A218,21,変わったのでした。{np}{nl},,0x0E04B8C4
0x0E04A230,20,めでたしめでたし。{np},,0x0E04B8CC
0x0E04A244,20,でも１２時にくつを{nl},,0x0E04B8D0
0x0E04A258,24,置いて走り去るシーンが{nl},,0x0E04B8D4
0x0E04A270,14,ないと………{np},,0x0E04B8D8
0x0E04A280,26,どうもシンデレラらしさが{nl},,0x0E04B8DC
0x0E04A29C,14,ないよねえ？{np},,0x0E04B8E0
0x0E04A2AC,20,とりあえず、だよ！{nl},,0x0E04B8E4
0x0E04A2C0,20,しかたないでしょ。{np},,0x0E04B8E8
0x0E04B920,10,次は何？{np},,0x0E04CC64
0x0E04B92C,24,オオカミがいるところを{nl},,0x0E04CC74
0x0E04B944,24,見ると、赤ずきんちゃん{nl},,0x0E04CC78
0x0E04B95C,12,みたいね。{np},,0x0E04CC7C
0x0E04B968,20,むかしむかし、ある{nl},,0x0E04CC80
0x0E04B97C,20,森にオオカミが住ん{nl},,0x0E04CC84
0x0E04B990,14,でいました。{np},,0x0E04CC88
0x0E04B9A0,12,おおかみは{nl},,0x0E04CC90
0x0E04B9AC,20,いつもいつもおなか{nl},,0x0E04CC94
0x0E04B9C0,20,をすかせていました{nl},,0x0E04CC98
0x0E04B9D4,20,が、カンジンなエサ{nl},,0x0E04CC9C
0x0E04B9E8,20,がドコにもありませ{nl},,0x0E04CCA0
0x0E04B9FC,12,んでした。{np},,0x0E04CCA4
0x0E04BA08,16,ねえ、これって{nl},,0x0E04CCA8
0x0E04BA18,22,パンプキンのせいで、{nl},,0x0E04CCAC
0x0E04BA30,28,赤ずきんちゃんがいないの？{np},,0x0E04CCB0
0x0E04BA4C,10,う…ん。{nl},,0x0E04CCB4
0x0E04BA58,26,主人公がいないんだから、{nl},,0x0E04CCB8
0x0E04BA74,18,きっとそうだね。{np},,0x0E04CCBC
0x0E04BA88,10,やがて、{nl},,0x0E04CCC0;0x0E04D16C
0x0E04BA94,20,オオカミはおなかが{nl},,0x0E04CCC4
0x0E04BAA8,18,すきすぎて死んで{nl},,0x0E04CCC8
0x0E04BABC,16,しまいました。{np},,0x0E04CCCC
0x0E04BACC,14,森の中には、{nl},,0x0E04CCD0
0x0E04BADC,14,一人ぐらしの{nl},,0x0E04CCD4
0x0E04BAEC,14,おばあさんも{nl},,0x0E04CCD8
0x0E04BAFC,12,いました。{np},,0x0E04CCDC
0x0E04BB08,20,おばあさんは病気に{nl},,0x0E04CCE0
0x0E04BB1C,20,かかっていたのです{nl},,0x0E04CCE4
0x0E04BB30,20,が、ダレもおみまい{nl},,0x0E04CCE8
0x0E04BB44,18,にきてくれる人は{nl},,0x0E04CCEC
0x0E04BB58,18,いませんでした。{np},,0x0E04CCF0
0x0E04BB6C,20,だから、おばあさん{nl},,0x0E04CCF4
0x0E04BB80,20,は病気で死んでしま{nl},,0x0E04CCF8
0x0E04BB94,9,が〜ん{np}{nl},,0x0E04CE98
0x0E04BBA0,12,何で〜ッ！{np},,0x0E04CE9C
0x0E04BBAC,22,{hsp}{nl}めでたしめでたし。{np},,0x0E04CEA4
0x0E04BBC4,24,全然めでたくないよ〜！{np},,0x0E04CEA8
0x0E04BBDC,16,これはひとつ、{nl},,0x0E04CEAC
0x0E04BBEC,20,{momo}ちゃんが赤ずきん{nl},,0x0E04CEB0
0x0E04BC00,28,ちゃんになるしかないのお。{np},,0x0E04CEB4
0x0E04BC1C,26,うん。ページをもどして！{np},,0x0E04CEB8
0x0E04BC38,20,むかしむかし、赤い{nl},,0x0E04CEE0
0x0E04BC4C,18,ずきんをかぶって{nl},,0x0E04CEE4
0x0E04BC60,16,いることから、{nl},,0x0E04CEE8
0x0E04BC70,18,赤ずきんちゃんと{nl},,0x0E04CEEC
0x0E04BC84,20,よばれている女の子{nl},,0x0E04CEF0
0x0E04BC98,16,がおりました。{np},,0x0E04CEF4
0x0E04BCA8,20,赤ずきんちゃんには{nl},,0x0E04CEF8
0x0E04BCBC,18,森に一人で住んで{nl},,0x0E04CEFC
0x0E04BCD0,18,いるおばあさんが{nl},,0x0E04CF00
0x0E04BCE4,20,でも、おばあさんは{nl},,0x0E04CF04
0x0E04BCF8,16,病気にかかって{nl},,0x0E04CF08
0x0E04BD08,18,しまったのです。{np},,0x0E04CF0C
0x0E04BD1C,10,そこで、{nl},,0x0E04CF10
0x0E04BD28,20,赤ずきんちゃんは、{nl},,0x0E04CF14;0x0E04D79C;0x0E04D9DC
0x0E04BD3C,20,大きな犬と三輪車、{nl},,0x0E04CF18
0x0E04BD50,18,そして女の子と、{nl},,0x0E04CF1C
0x0E04BD64,20,クマの人形のおとも{nl},,0x0E04CF20
0x0E04BD78,12,を連れて、{np},,0x0E04CF24
0x0E04BD84,14,おばあさんの{nl},,0x0E04CF28
0x0E04BD94,20,おみまいにゆくこと{nl},,0x0E04CF2C
0x0E04BDA8,14,にしました。{np},,0x0E04CF30
0x0E04BDB8,8,あれ？{nl},,0x0E04CF34
0x0E04BDC0,16,{baku}がいないよ。{np},,0x0E04CF38
0x0E04BDD0,27,うん、カゴの中にいるの。{np}{nl},,0x0E04CF3C
0x0E04BDEC,26,あとでおおかみをやっつけ{nl},,0x0E04CF40
0x0E04BE08,18,てもらわなきゃ。{np},,0x0E04CF44
0x0E04BE1C,10,そっか。{np},,0x0E04CF48
0x0E04BE28,20,森の中には、おなか{nl},,0x0E04D0E4
0x0E04BE3C,20,をすかせたオオカミ{nl},,0x0E04D0E8
0x0E04BE50,20,も住んでいました。{np},,0x0E04D0EC
0x0E04BE64,20,オオカミは赤ずきん{nl},,0x0E04D0F0
0x0E04BE78,16,ちゃんの一行を{nl},,0x0E04D0F4
0x0E04BE88,20,目げきしスキあらば{nl},,0x0E04D0F8
0x0E04BE9C,18,赤ずきんちゃんを{nl},,0x0E04D0FC
0x0E04BEB0,16,食べちゃおうと{nl},,0x0E04D100
0x0E04BEC0,18,たくらみました。{np},,0x0E04D104
0x0E04BED4,20,そして、先回りして{nl},,0x0E04D108
0x0E04BEE8,18,おばあさんの家に{nl},,0x0E04D10C
0x0E04BEFC,18,向かったのです。{np},,0x0E04D110
0x0E04BF10,20,乗りこんだオオカミ{nl},,0x0E04D120
0x0E04BF24,18,は、おばあさんを{nl},,0x0E04D124
0x0E04BF38,20,食べちゃおうかとも{nl},,0x0E04D128
0x0E04BF4C,14,考えました。{np},,0x0E04D12C
0x0E04BF5C,20,んーでも、もうすぐ{nl},,0x0E04D134
0x0E04BF70,26,もっともっとおいしそうな{nl},,0x0E04D138
0x0E04BF8C,28,赤ずきんがやってくるなあ。{np},,0x0E04D13C
0x0E04BFA8,26,おばあさんなんかやめて、{nl},,0x0E04D140
0x0E04BFC4,22,おなかすかせて待って{nl},,0x0E04D144
0x0E04BFDC,12,ようっと！{np},,0x0E04D148
0x0E04BFE8,20,おおかみは、小屋の{nl},,0x0E04D150
0x0E04BFFC,18,中におばあさんを{nl},,0x0E04D154
0x0E04C010,20,放りこんでしまい、{np},,0x0E04D158
0x0E04C024,14,おばあさんに{nl},,0x0E04D15C
0x0E04C034,14,なりすまして{nl},,0x0E04D160
0x0E04C044,16,待ちかまえたの{nl},,0x0E04D164
0x0E04C054,8,です。{np},,0x0E04D168
0x0E04C05C,18,赤ずきんちゃんが{nl},,0x0E04D170
0x0E04C070,18,あらわれました。{np},,0x0E04D174
0x0E04C084,20,ごめんくださ〜い。{np},,0x0E04D178
0x0E04C098,18,オオカミは、シタ{nl},,0x0E04D17C
0x0E04C0AC,20,なめずりをしてから{nl},,0x0E04D180
0x0E04C0C0,18,返事をしました。{np},,0x0E04D184
0x0E04C0D4,24,だれだい？　ゲホゲホ。{np},,0x0E04D188
0x0E04C0EC,26,おばあさん、あたしです。{nl},,0x0E04D18C
0x0E04C108,22,赤ずきんちゃんです。{np},,0x0E04D190
0x0E04C120,22,おお、よくきたのう、{nl},,0x0E04D194
0x0E04C138,12,ゲホゲホ。{nl},,0x0E04D324
0x0E04C144,20,さあさあ、お入り。{np},,0x0E04D328
0x0E04C158,10,は〜い。{np},,0x0E04D32C
0x0E04C164,20,オオカミは、目から{nl},,0x0E04D334
0x0E04C178,20,下をふとんでおおい{nl},,0x0E04D338
0x0E04C18C,18,かくして赤ずきん{nl},,0x0E04D33C
0x0E04C1A0,16,ちゃんのスキを{nl},,0x0E04D340
0x0E04C1B0,18,うかがいました。{np},,0x0E04D344
0x0E04C1C4,16,でも、おともが{nl},,0x0E04D348
0x0E04C1D4,16,見はっていて、{nl},,0x0E04D34C
0x0E04C1E4,18,赤ずきんにおそい{nl},,0x0E04D350
0x0E04C1F8,18,かかるスキがあり{nl},,0x0E04D354
0x0E04C20C,10,ません。{np},,0x0E04D358
0x0E04C218,15,おばあさん、{np}{nl},,0x0E04D360
0x0E04C228,20,おみまいにきたの！{np},,0x0E04D364
0x0E04C23C,28,おお、それはすまないねえ。{np},,0x0E04D368
0x0E04C258,7,あら？,,0x0E04D370
0x0E04C260,2,{np},,0x0E04D378
0x0E04C264,18,おばあさんの声、{nl},,0x0E04D37C
0x0E04C278,22,なんだかしわがれてて{nl},,0x0E04D380
0x0E04C290,20,オオカミみたいね。{np},,0x0E04D384
0x0E04C2A4,9,ドキッ！,,0x0E04D388
0x0E04C2B0,18,オオカミは、いき{nl},,0x0E04D38C
0x0E04C2C4,20,なりズボシをついた{nl},,0x0E04D390
0x0E04C2D8,18,赤ずきんちゃんの{nl},,0x0E04D394;0x0E04D558;0x0E04D7EC
0x0E04C2EC,18,言葉に青ざめまし{nl},,0x0E04D398
0x0E04C300,6,た。{np},,0x0E04D39C
0x0E04C308,22,か、カゼをひいている{nl},,0x0E04D3A0
0x0E04C320,14,からねえ……{np},,0x0E04D3A4
0x0E04C330,11,ふ〜ん。{np}{nl},,0x0E04D3A8
0x0E04C33C,11,あれあれ？,,0x0E04D3B0
0x0E04C348,22,おばあさんの耳って、{nl},,0x0E04D3B4
0x0E04C360,24,なんだかオオカミみたく{nl},,0x0E04D540
0x0E04C378,28,でっかくてとがってるのね。{np},,0x0E04D544
0x0E04C394,13,ギクギクッ！,,0x0E04D54C
0x0E04C3A4,18,二度目のズボシを{nl},,0x0E04D55C
0x0E04C3B8,18,つく言葉に、オオ{nl},,0x0E04D560
0x0E04C3CC,18,カミはさらに青ざ{nl},,0x0E04D564
0x0E04C3E0,18,め、ふるえ始めま{nl},,0x0E04D568
0x0E04C3F4,8,した。{np},,0x0E04D56C
0x0E04C3FC,22,そそそ、そ、それは、{nl},,0x0E04D574
0x0E04C414,20,おまえの声が、よく{nl},,0x0E04D578
0x0E04C428,24,聞こえるようにだよ……{np},,0x0E04D57C
0x0E04C440,20,人間の耳って大きく{nl},,0x0E04D580
0x0E04C454,24,なったりするのかしら。{nl},,0x0E04D584
0x0E04C46C,8,ねぇ？{np},,0x0E04D588
0x0E04C474,22,と…時々あるんだよ。{np},,0x0E04D58C
0x0E04C48C,20,そっ、　ほ、ほら、{nl},,0x0E04D590
0x0E04C4A0,24,トツゼンヘンイとかって{nl},,0x0E04D594
0x0E04C4B8,20,やつよ。うんうん。{np},,0x0E04D598
0x0E04C4CC,9,ふ〜ん、,,0x0E04D59C
0x0E04C4D8,14,そうなんだ。{np},,0x0E04D5A0
0x0E04C4E8,7,あら、,,0x0E04D5A4
0x0E04C4F0,22,おばあさんの口って、{nl},,0x0E04D5A8
0x0E04C508,26,オオカミみたくでっかいの{nl},,0x0E04D5AC
0x0E04C524,8,ねえ。{np},,0x0E04D5B0
0x0E04C52C,10,あたし、{nl},,0x0E04D5B4
0x0E04C538,28,一口で食べられちゃいそう。{np},,0x0E04D5B8
0x0E04C554,21,ドキドキドッキ〜ン！,,0x0E04D5BC
0x0E04C56C,18,さらなる赤ずきん{nl},,0x0E04D5C0
0x0E04C580,18,ちゃんの言葉に、{nl},,0x0E04D5C4
0x0E04C594,20,オオカミはまっ青に{nl},,0x0E04D5C8
0x0E04C5A8,20,なり、息もたえだえ{nl},,0x0E04D5CC
0x0E04C5BC,18,とした様子です。{np},,0x0E04D5D0
0x0E04C5D0,23,そ…そんな、{np}おまえ…{np},,0x0E04D774
0x0E04C5E8,22,最近いるらしいんだ。{np},,0x0E04D778
0x0E04C600,26,かわいい女のコをだまして{nl},,0x0E04D77C
0x0E04C61C,24,食べちゃう、ゴクアクな{nl},,0x0E04D780
0x0E04C634,16,オオカミがさ。{np},,0x0E04D784
0x0E04C644,16,お、おまえも、{nl},,0x0E04D788
0x0E04C654,28,き、気をつけなきゃね……。{np},,0x0E04D78C
0x0E04C670,22,おまえは、とっても、{nl},,0x0E04D790
0x0E04C688,24,かわいいんだからねえ。{np},,0x0E04D794
0x0E04C6A0,20,このオオカミの言葉{nl},,0x0E04D7A0
0x0E04C6B4,18,にニッコリとほほ{nl},,0x0E04D7A4
0x0E04C6C8,18,えんでうなずきま{nl},,0x0E04D7A8
0x0E04C6DC,18,うん。{np}そうだ！{np}{nl},,0x0E04D7AC
0x0E04C6F0,20,おばあさんのために{nl},,0x0E04D7B0
0x0E04C704,24,ごちそう作ってきたの。{np},,0x0E04D7B4
0x0E04C71C,12,見て見て。{np},,0x0E04D7BC
0x0E04C728,11,どれどれ？,,0x0E04D7CC
0x0E04C734,12,オオカミは{nl},,0x0E04D7D8
0x0E04C740,14,チャ〜ンスと{nl},,0x0E04D7DC
0x0E04C750,13,考えました。,,0x0E04D7E0
0x0E04C760,16,カゴの中を見る{nl},,0x0E04D7E4
0x0E04C770,20,どさくさにまぎれて{nl},,0x0E04D7E8
0x0E04C784,20,ことを食べてしまお{nl},,0x0E04D7F0
0x0E04C798,20,うと考えたのです。{np},,0x0E04D7F4
0x0E04C7AC,12,ところが、{nl},,0x0E04D7F8
0x0E04C7B8,14,カゴのフタが{nl},,0x0E04D7FC
0x0E04C7C8,16,開いたとたん、{nl},,0x0E04D800
0x0E04C7D8,12,小さい犬が{nl},,0x0E04D804
0x0E04C7E4,12,飛び出して{np},,0x0E04D808
0x0E04C7F0,18,アングリと大口を{nl},,0x0E04D80C
0x0E04C804,20,開いていたオオカミ{nl},,0x0E04D810
0x0E04C818,20,のアゴにかみついて{nl},,0x0E04D814
0x0E04C82C,20,オオカミをやっつけ{nl},,0x0E04D818
0x0E04C840,17,てしまいました。,,0x0E04D81C
0x0E04C854,12,ひえ〜っ！{nl},,0x0E04D9CC
0x0E04C860,28,まいった、まいりましたぁ。{np},,0x0E04D9D0
0x0E04C87C,14,やったね！！{np},,0x0E04D9D4
0x0E04C88C,20,小屋の中に放りこま{nl},,0x0E04D9E0
0x0E04C8A0,20,れていたおばあさん{nl},,0x0E04D9E4
0x0E04C8B4,20,を助け出しました。{np},,0x0E04D9E8
0x0E04C8C8,10,そして、{nl},,0x0E04D9EC
0x0E04C8D4,14,通りがかった{nl},,0x0E04D9F0
0x0E04C8E4,20,りょうしのおじさん{nl},,0x0E04D9F4
0x0E04C8F8,18,にオオカミを引き{nl},,0x0E04D9F8
0x0E04C90C,10,わたし、{np},,0x0E04D9FC
0x0E04C918,20,森に平和をもたらし{nl},,0x0E04DA00
0x0E04C92C,14,たのでした。{nl},,0x0E04DA04
0x0E04C93C,3,{hsp}{nl},,0x0E04DA08
0x0E04C940,20,めでたしめでたし。{np},,0x0E04DA0C
0x0E04C954,22,ねえ、キリがないよ。{nl},,0x0E04DA10
0x0E04C96C,22,どうやったら絵本から{nl},,0x0E04DA14
0x0E04C984,16,出られるの？？{np},,0x0E04DA18
0x0E04C994,21,仕方ないであるな。{np}{nl},,0x0E04DA1C
0x0E04C9AC,12,{momo}ちゃん、{np},,0x0E04DA20
0x0E04C9B8,14,ここは一つ、{nl},,0x0E04DA24
0x0E04C9C8,22,フラワーブレスの力を{nl},,0x0E04DA28
0x0E04C9E0,24,借りてはどうであるか？{np},,0x0E04DA2C
0x0E04C9F8,11,そっか！{np}{nl},,0x0E04DA30
0x0E04CA04,14,もっと、早く{nl},,0x0E04DA34
0x0E04CA14,22,気づけばよかったね。{np},,0x0E04DA38
0x0E04CA2C,12,{momo}ちゃん、{nl},,0x0E04DA3C
0x0E04CA38,14,お願いして！{np},,0x0E04DA40
0x0E04CA48,8,うん。{nl},,0x0E04DA44
0x0E04CA50,18,フラワーブレス！{np},,0x0E04DA48
0x0E04CA64,10,お願い！{nl},,0x0E04DA4C
0x0E04CA70,22,絵本の外に、出して！{np},,0x0E04DA50
0x0E04F394,71,　遊び方を教えましょうか？{nl}　　　{opt}ウン！教えて{nl}　　　{opt}知ってるからいい,,0x0E04F638
0x0E04F3DC,49,{baku}はニオイでバクダン{nl}を見つけることができるの。{np},,0x0E04F650
0x0E04F410,74,{momo}ちゃんは{baku}が{nl}バクダンを踏まないように、{np}{clr}{baku}を{momo}一号の所{nl}まで動かして。{np},,0x0E04F654
0x0E04F45C,26,{baku}を動かすのは十字キー。{np},,0x0E04F658
0x0E04F478,52,バクダンがあると{nl}{baku}は勝手に{nl}バクダンを見つけるわ。{np},,0x0E04F65C
0x0E04F4AC,60,バクダンをふんじゃうと{nl}バクハツしちゃうから{nl}気を付けてね。{np},,0x0E04F698
0x0E04F6A4,19,あっ、モグラだ！{np}{nl},,0x0E04FA18
0x0E04F6B8,22,かっわいーーーっ！！{np},,0x0E04FA24
0x0E04F6D0,60,ひーーーーーっ！！{nl}モグラはキライ！{nl}キライだボーーーン！！{np},,0x0E04FA2C
0x0E04F70C,45,え〜〜〜なんで〜〜{nl}こんなにかわいいのに……{np},,0x0E04FA30
0x0E04F73C,38,ひーーーーーっ！！{nl}モグラはキライ！{np}{nl},,0x0E04FA34
0x0E04F764,24,キライだボーーーン！！{np},,0x0E04FA38
0x0E04F77C,35,やった！{nl}モグラさん、ありがとう！{np},,0x0E04FA3C
0x0E04F7A0,48,ボボンボ〜ン！{nl}こっから先は、{nl}通さんボ〜〜ン！{np},,0x0E04FB4C
0x0E04F7D0,48,どうしよう？{nl}どこか他に{nl}通れる道はないかしら？{np},,0x0E04FB5C
0x0E04F800,42,どこか他にも{nl}モグラさんは{nl}いないかしら？{np},,0x0E04FB60
0x0E04F82C,33,やったーーーーっ！{nl}エライ！{baku}！{np},,0x0E04FB64
0x0E050988,71,　遊び方を教えましょうか？{nl}　　　{opt}ウン！教えて{nl}　　　{opt}知ってるからいい,,0x0E050BC4
0x0E0509D0,112,{momo}ちゃん。{np}{clr}{baku}の鼻を使って{nl}絵本の主人公を{nl}探すのよ！{np}{clr}{baku}の動かし方は{nl}イモ畑の時とおんなじで{nl}十字キーを使うの。{np},,0x0E050BD4
0x0E050A40,49,ニオイはキャベツの方に{nl}十字キーを押せばいいわ。{np},,0x0E050BE0
0x0E050A74,82,絵本の主人公は５人。{nl}早く助けないと{nl}完全に食べられちゃうわ{np}{clr}がんばって{momo}ちゃん！{np},,0x0E050BE4
